Name Position Velocity in94
id,	name,	x,	y,	velo,
0,	V0,	7.5,	2.5,	2.5
1,	V1,	22.0,	0.0,	3.0
2,	V2,	38.0,	0.0,	2.0
3,	V3,	34.0,	0.0,	2.0
4,	V4,	48.0,	0.0,	2.0
5,	V5,	9.0,	10.0,	3.0
6,	V6,	22.0,	16.0,	2.0
7,	V7,	47.5,	10.5,	2.5
8,	V8,	36.0,	8.0,	2.0
9,	V9,	46.0,	12.0,	2.0
10,	V10,	18.0,	20.0,	2.0
11,	V11,	20.0,	23.0,	2.5
12,	V12,	32.0,	22.0,	2.0
13,	V13,	37.5,	22.5,	2.5
14,	V14,	42.0,	22.0,	2.0
15,	V15,	19.0,	31.0,	3.0
16,	V16,	10.0,	30.0,	2.5
17,	V17,	40.0,	36.0,	2.0
18,	V18,	36.0,	33.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	12.5,	43.0,	2.5
21,	V21,	29.0,	41.0,	3.0
22,	V22,	49.0,	39.0,	3.0
23,	V23,	47.5,	43.0,	2.5
24,	V24,	49.0,	37.0,	3.0
