Name Position Velocity in67
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.5
1,	V1,	40.0,	12.0,	3.0
2,	V2,	20.0,	0.0,	2.0
3,	V3,	48.0,	0.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	49.0,	20.0,	3.0
6,	V6,	14.0,	12.0,	2.0
7,	V7,	47.5,	13.0,	2.5
8,	V8,	30.0,	10.0,	2.0
9,	V9,	40.0,	12.0,	2.0
10,	V10,	20.0,	22.0,	2.0
11,	V11,	37.5,	23.0,	2.5
12,	V12,	48.0,	22.0,	2.0
13,	V13,	40.0,	20.5,	2.5
14,	V14,	46.0,	22.0,	2.0
15,	V15,	6.0,	27.0,	3.0
16,	V16,	32.5,	38.5,	2.5
17,	V17,	22.0,	30.0,	2.0
18,	V18,	30.0,	33.0,	3.0
19,	V19,	40.0,	30.0,	3.0
20,	V20,	47.5,	46.5,	2.5
21,	V21,	49.0,	46.0,	3.0
22,	V22,	20.0,	40.0,	3.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	40.0,	37.0,	3.0
