Name Position Velocity in47
id,	name,	x,	y,	velo,
0,	V0,	5.0,	0.0,	2.5
1,	V1,	19.0,	0.0,	3.0
2,	V2,	44.0,	2.0,	2.0
3,	V3,	34.0,	0.0,	2.0
4,	V4,	46.0,	0.0,	2.0
5,	V5,	3.0,	13.0,	3.0
6,	V6,	18.0,	10.0,	2.0
7,	V7,	35.0,	15.5,	2.5
8,	V8,	34.0,	10.0,	2.0
9,	V9,	44.0,	8.0,	2.0
10,	V10,	34.0,	30.0,	2.0
11,	V11,	35.0,	28.5,	2.5
12,	V12,	44.0,	22.0,	2.0
13,	V13,	35.0,	20.0,	2.5
14,	V14,	40.0,	22.0,	2.0
15,	V15,	9.0,	30.0,	3.0
16,	V16,	32.5,	38.0,	2.5
17,	V17,	44.0,	36.0,	2.0
18,	V18,	39.0,	33.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	5.0,	40.0,	2.5
21,	V21,	43.0,	49.0,	3.0
22,	V22,	40.0,	39.0,	3.0
23,	V23,	47.5,	43.0,	2.5
24,	V24,	49.0,	37.0,	3.0
