Name Position Velocity in25
id,	name,	x,	y,	velo,
0,	V0,	7.5,	0.0,	2.5
1,	V1,	28.0,	0.0,	3.0
2,	V2,	34.0,	2.0,	2.0
3,	V3,	34.0,	0.0,	2.0
4,	V4,	46.0,	0.0,	2.0
5,	V5,	6.0,	13.0,	3.0
6,	V6,	16.0,	12.0,	2.0
7,	V7,	47.5,	18.0,	2.5
8,	V8,	36.0,	12.0,	2.0
9,	V9,	46.0,	8.0,	2.0
10,	V10,	48.0,	20.0,	2.0
11,	V11,	30.0,	23.5,	2.5
12,	V12,	36.0,	24.0,	2.0
13,	V13,	47.5,	22.5,	2.5
14,	V14,	44.0,	22.0,	2.0
15,	V15,	10.0,	28.0,	3.0
16,	V16,	25.0,	28.0,	2.5
17,	V17,	38.0,	30.0,	2.0
18,	V18,	46.0,	31.0,	3.0
19,	V19,	43.0,	30.0,	3.0
20,	V20,	5.0,	40.0,	2.5
21,	V21,	30.0,	42.0,	3.0
22,	V22,	46.0,	45.0,	3.0
23,	V23,	42.5,	48.0,	2.5
24,	V24,	43.0,	40.0,	3.0
