Name Position Velocity in65
id,	name,	x,	y,	velo,
0,	V0,	45.0,	11.0,	2.5
1,	V1,	39.0,	8.0,	3.0
2,	V2,	46.0,	6.0,	2.0
3,	V3,	44.0,	0.0,	2.0
4,	V4,	48.0,	0.0,	2.0
5,	V5,	43.0,	20.0,	3.0
6,	V6,	10.0,	12.0,	2.0
7,	V7,	42.5,	13.0,	2.5
8,	V8,	46.0,	16.0,	2.0
9,	V9,	48.0,	10.0,	2.0
10,	V10,	18.0,	22.0,	2.0
11,	V11,	32.5,	23.0,	2.5
12,	V12,	44.0,	22.0,	2.0
13,	V13,	35.0,	17.5,	2.5
14,	V14,	42.0,	22.0,	2.0
15,	V15,	1.8369701987210297E-16,	27.0,	3.0
16,	V16,	30.0,	41.0,	2.5
17,	V17,	48.0,	34.0,	2.0
18,	V18,	48.0,	27.0,	3.0
19,	V19,	46.0,	27.0,	3.0
20,	V20,	42.5,	46.5,	2.5
21,	V21,	43.0,	46.0,	3.0
22,	V22,	46.0,	39.0,	3.0
23,	V23,	45.0,	42.5,	2.5
24,	V24,	49.0,	37.0,	3.0
