Name Position Velocity in120
id,	name,	x,	y,	velo,
0,	V0,	12.5,	0.5,	2.5
1,	V1,	16.0,	3.0,	3.0
2,	V2,	26.0,	2.0,	2.0
3,	V3,	42.0,	0.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	20.0,	6.0,	3.0
6,	V6,	28.0,	10.0,	2.0
7,	V7,	40.0,	8.5,	2.5
8,	V8,	40.0,	12.0,	2.0
9,	V9,	42.0,	8.0,	2.0
10,	V10,	12.0,	22.0,	2.0
11,	V11,	37.5,	28.0,	2.5
12,	V12,	46.0,	22.0,	2.0
13,	V13,	30.0,	17.5,	2.5
14,	V14,	48.0,	20.0,	2.0
15,	V15,	28.0,	37.0,	3.0
16,	V16,	30.0,	35.5,	2.5
17,	V17,	26.0,	32.0,	2.0
18,	V18,	49.0,	37.0,	3.0
19,	V19,	46.0,	27.0,	3.0
20,	V20,	20.0,	46.0,	2.5
21,	V21,	43.0,	43.0,	3.0
22,	V22,	45.0,	44.0,	3.0
23,	V23,	40.0,	43.0,	2.5
24,	V24,	46.0,	40.0,	3.0
