Name Position Velocity in103
id,	name,	x,	y,	velo,
0,	V0,	27.5,	8.0,	2.5
1,	V1,	20.0,	4.0,	3.0
2,	V2,	24.0,	0.0,	2.0
3,	V3,	30.0,	0.0,	2.0
4,	V4,	44.0,	2.0,	2.0
5,	V5,	33.0,	10.0,	3.0
6,	V6,	38.0,	20.0,	2.0
7,	V7,	37.5,	10.5,	2.5
8,	V8,	32.0,	12.0,	2.0
9,	V9,	42.0,	10.0,	2.0
10,	V10,	32.0,	24.0,	2.0
11,	V11,	40.0,	25.5,	2.5
12,	V12,	48.0,	26.0,	2.0
13,	V13,	35.0,	17.5,	2.5
14,	V14,	48.0,	18.0,	2.0
15,	V15,	40.0,	31.0,	3.0
16,	V16,	32.5,	30.0,	2.5
17,	V17,	24.0,	32.0,	2.0
18,	V18,	33.0,	33.0,	3.0
19,	V19,	49.0,	27.0,	3.0
20,	V20,	35.0,	43.0,	2.5
21,	V21,	10.0,	40.0,	3.0
22,	V22,	36.0,	35.0,	3.0
23,	V23,	47.5,	42.5,	2.5
24,	V24,	46.0,	43.0,	3.0
