Name Position Velocity in16
id,	name,	x,	y,	velo,
0,	V0,	37.5,	0.5,	2.5
1,	V1,	43.0,	0.0,	3.0
2,	V2,	20.0,	0.0,	2.0
3,	V3,	40.0,	2.0,	2.0
4,	V4,	40.0,	0.0,	2.0
5,	V5,	33.0,	10.0,	3.0
6,	V6,	40.0,	10.0,	2.0
7,	V7,	27.5,	12.5,	2.5
8,	V8,	40.0,	12.0,	2.0
9,	V9,	40.0,	12.0,	2.0
10,	V10,	30.0,	20.0,	2.0
11,	V11,	10.0,	20.0,	2.5
12,	V12,	20.0,	20.0,	2.0
13,	V13,	47.5,	17.5,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	40.0,	40.0,	3.0
16,	V16,	47.5,	30.5,	2.5
17,	V17,	20.0,	30.0,	2.0
18,	V18,	49.0,	37.0,	3.0
19,	V19,	43.0,	27.0,	3.0
20,	V20,	35.0,	46.0,	2.5
21,	V21,	13.0,	40.0,	3.0
22,	V22,	29.0,	43.0,	3.0
23,	V23,	45.0,	43.0,	2.5
24,	V24,	43.0,	43.0,	3.0
