Name Position Velocity in74
id,	name,	x,	y,	velo,
0,	V0,	12.5,	8.0,	2.5
1,	V1,	16.0,	0.0,	3.0
2,	V2,	30.0,	2.0,	2.0
3,	V3,	40.0,	2.0,	2.0
4,	V4,	44.0,	0.0,	2.0
5,	V5,	15.0,	13.0,	3.0
6,	V6,	26.0,	12.0,	2.0
7,	V7,	32.5,	12.5,	2.5
8,	V8,	40.0,	12.0,	2.0
9,	V9,	42.0,	12.0,	2.0
10,	V10,	32.0,	26.0,	2.0
11,	V11,	12.5,	22.5,	2.5
12,	V12,	30.0,	24.0,	2.0
13,	V13,	32.5,	22.5,	2.5
14,	V14,	40.0,	20.0,	2.0
15,	V15,	23.0,	26.0,	3.0
16,	V16,	10.0,	30.0,	2.5
17,	V17,	34.0,	34.0,	2.0
18,	V18,	30.0,	30.0,	3.0
19,	V19,	46.0,	27.0,	3.0
20,	V20,	10.0,	43.0,	2.5
21,	V21,	23.0,	38.0,	3.0
22,	V22,	38.0,	43.0,	3.0
23,	V23,	45.0,	45.5,	2.5
24,	V24,	49.0,	40.0,	3.0
